,pathway_BLTL,pval,padj_BLTL,ES_BLTL,NES_BLTL,nMoreExtreme_BLTL,size_BLTL,leadingEdgeA_BLTL,pathway_LoM,pval_LoM,padj_LoM,ES_LoM,NES_LoM,nMoreExtreme_LoM,size_LoM,leadingEdge_LoM
50,GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,0.000115088,0.007613499,0.329975118,2.932811352,0,218,"ISG15,DDX58,IFIH1,PLSCR1,CXCL10,RSAD2,PARP9,IRF7,PTN,C1R,TNFSF13B,DDX60,IFI16,STAT1,C1S,CCL2,CFB,MDK,IFNB1,DHX58,STAP1,GBP1,ZBP1,TRIM6,IFNL1,CD274,PSMB9,B2M,MYD88,TREX1,SOCS1,TLR3,PSMB8,CXCL8,LGALS9,PSMA4,TNFSF18,HAX1,UBE2D1,PSMA6,IGF1,MNDA,LY96,TRIM5,PSME2,ACOD1,CD80,NR4A3,TICAM2,PSMD8,ELF1,VCAM1,WDFY1,CFH,CGAS,FCGR1A,RIF1,ID2,PSMA2,CCR1,IL6,CD38,PSMA3,FFAR2,SHLD3,AIM2,S100A9,CFI,FPR3,RAB11FIP2,BIRC3,PDE4D,IFNL2,PSMD12,IL6ST,DENND1B,THEMIS2,UNC93B1,CEACAM1,FFAR3,SELENOK,ARPC3,UBE2D3,MAP2K6,CTSL,PSMB6,IL7,CTSC,DDX21,TYROBP,CA2,CCL19,PSMB7,HMGB2,OTUD4,CCL20,CCL7,PIK3AP1,RBCK1,RIPK2,TRAT1,CXCL13,LILRB4,LAG3,PSMC3,KRAS,PQBP1,PSMA5,CCL1,MAD2L2,TIFA,CD47,PSMD14,PSMD7,NUDT21,KITLG,SOCS5,HIF1A,POLR3G,RC3H2,XCL2,CBFB,CSF3,KLF10,CD86,IFNL3,LTA,IL10,PSME1,UBE2K,PHB,ACTR3,S100A8,CYBA,GPR183,FPR1,SERPING1,RB1,UBB,MAP3K1,PSMB3,CCR7,FPR2,MAP3K7,THBS1,CTSK,WASL,SNX4,BIRC2,TBK1,PPP2R3C,LIF,PIK3CA,XIAP,XBP1,NFKBIA,EXOSC3,PSMC2,IKBKE,FZD5,ARPC5,ARPC2,CALR,CCL4,UBE2N,PSMA7,C3AR1,IL2RA,PSMF1,IL1B,CXCL14,DHX36,TNIP3,CASP8,LILRB2,PSMB10",GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,0.001004016,0.089541483,0.381881477,2.327921152,0,167,"ISG15,ZBP1,PSMB9,IRF7,RSAD2,CD177,IFNL1,LGALS9,C4B,CCL19,PSMB8,C1R,CXCL8,CFB,NLRC5,CCL5,FGA,C4A,IFNB1,TREX1,AIM2,DDX58,IFNL2,IFIH1,IGHG4,LIF,STAT1,SOCS1,PSMB10,HLA-F,TNFSF14,BIRC3,HLA-H,PARP9,MUC4,DHX58,PLSCR1,CSF3,DDX60,JAK3,IRF1,TNFSF13B,UNC93B1,LAG3,GBP1,ZC3H12A,CCL7,FGG,IDO1,CXCL10,CXCL17,CCL3,RBCK1,HMOX1,CSF1,HLA-G,PDCD1,RELB,CX3CL1,HLA-E,MYO1G,CCL2,PRKD2,FOS,BTN3A2,NR4A3,IFNL3,B2M,SFTPA2,C1S,CR1L,MYD88,TLR3,VCAM1,TNIP3,MICB,IKBKE,C3,DMBT1,FLT3LG,CD38,MUC1,SERPING1,CEACAM1,RASGRP1,LTF,PSME2,FFAR3,BDKRB1"
51,GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.000141143,0.007613499,0.496223622,2.909373686,0,45,"MDK,IFNA5,IFNB1,IFNA1,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,IFNL1,IFNA14,IFNA2,LGALS9,IL27,TNFSF18,IFNA16,IFNA6,IFNA4,IFNW1,CD80,RIF1,IL6,SHLD3,NBN",GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.013630731,0.24216901,0.433146439,1.768189788,10,23,"IFNL1,LGALS9,CCL19,IFNB1,HLA-F,BATF,JAK3,BCL3,ZC3H12A"
52,GO_ADAPTIVE_IMMUNE_RESPONSE,0.000131251,0.007613499,0.408286085,2.905969191,0,85,"RSAD2,IRF7,C1R,TNFSF13B,C1S,IFNA5,IFNB1,IFNA1,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,CD274,IFNA14,B2M,TREX1,IFNA2,IL27,TNFSF18,IFNA16,IFNA6,IFNA4,IFNW1,CD80,TAP2,RIF1,SAMSN1,IL6,FCGR1B,HPRT1,RNF19B,SHLD3,CFI,NBN,IL6ST,DENND1B,UNC93B1,CEACAM1,JAK2",GO_ADAPTIVE_IMMUNE_RESPONSE,0.001036269,0.089541483,0.390132535,2.157475862,0,78,"IRF7,RSAD2,C4B,CCL19,C1R,TAP1,FGA,C4A,CD7,IFNB1,TREX1,TAP2,IGHG4,HLA-F,HLA-H,BATF,JAK3,IRF1,TNFSF13B,BCL3,UNC93B1,LAG3,ZC3H12A,SLAMF7,HLA-G,PDCD1,RELB,HLA-E,CD48,MYO1G,HLA-DOB,PRKD2,BTN3A2,B2M,C1S,IFNE,MICB,IL18BP,IL27,C3,SERPING1,CEACAM1"
53,GO_RECEPTOR_REGULATOR_ACTIVITY,0.000126056,0.007613499,0.375812392,2.897591289,0,115,"CXCL10,CCL8,LY6E,CCL11,PTN,TNFSF13B,IL1RN,NAMPT,GREM1,CCL2,MDK,IFNA5,IFNB1,IFNA1,IFNA21,IFNA10,IFNA17,IFNA7,CXCL11,IFNA8,IFNL1,IFNA14,SPP1,SECTM1,FLRT3,IFNA2,CXCL3,CXCL8,IL27,TNFSF18,IFNA16,IFNA6,IGF1,IFNA4,IFNW1,CXCL2,IL6,FAM3C,FGF2,CCL25,EPHA7,CXCL5,OSM,LYPD1",GO_RECEPTOR_REGULATOR_ACTIVITY,0.001042753,0.089541483,0.3883584,2.12537922,0,76,"LY6E,IFNL1,SECTM1,CCL19,CXCL1,CXCL8,CCL5,CXCL2,IFNB1,CCL8,IFNL2,CXCL3,TYMP,LIF,CSPG5,TNFSF14,OSGIN1,CSF3,TNFSF13B,SAA1,TIMP1,CCL7,SAA2,CXCL10,CCL3,IL32,CXCL11,CSF1,SEMA6B,EGF,CCL13,CX3CL1,CCL2,IFNL3,DEFB4A,IFNE,NAMPT,IL18BP,AGTR2,IL27"
54,GO_HUMORAL_IMMUNE_RESPONSE,0.000134608,0.007613499,0.433632752,2.895644239,0,68,"CXCL10,C1R,C1S,CCL2,CFB,IFNA5,IFNB1,IFNA1,IFNA21,IFNA10,IFNA17,IFNA7,CXCL11,IFNA8,IFNA14,IFNA2,CXCL3,CXCL8,IFNA16,DEFB1,IFNA6,IFNA4,IFNW1,ACOD1,CXCL2,CFH,LCN2,IL6,S100A9,CXCL5,CFI,KLK3,PDZD11",GO_HUMORAL_IMMUNE_RESPONSE,0.001083424,0.089541483,0.4185023,2.10927092,0,51,"C4B,CXCL1,C1R,CXCL8,CFB,FGA,C4A,CXCL2,IFNB1,LCN2,CXCL3,IGHG4,PSMB10,BCL3,SPINK5,CXCL10,PRSS2,CXCL11,PDCD1,CCL13,HLA-E,CCL2,C1S,DEFB4A,CR1L,IFNE,C3,DMBT1,SERPING1,LTF"
55,GO_SINGLE_STRANDED_RNA_BINDING,0.000152253,0.007613499,0.593213083,2.87579761,0,26,"DDX58,IFIH1,IFIT5,PNPT1,DDX60,RBM11,DHX58,RBM7,FMR1,SNRPC,LACTB2,SUPT4H1",GO_SINGLE_STRANDED_RNA_BINDING,0.001477105,0.089541483,0.695934541,1.956203352,0,8,"DDX58,IFIH1,DHX58,DDX60,PNPT1,IFIT5"
56,GO_LEUKOCYTE_DIFFERENTIATION,0.000129383,0.007613499,0.393713548,2.873234661,0,93,"RSAD2,IRF7,BATF2,IFI16,MDK,IFNA5,IFNB1,IFNA1,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,IFNL1,IFNA14,SOCS1,PRELID1,IFNA2,TLR3,LGALS9,NME1,IL27,HAX1,IFNA16,IFNA6,AZI2,IFNA4,IFNW1,CD80,BATF3,UBD,VCAM1,ID2,CCR1,IL6,DNAJB9,NME2,KLF6",GO_LEUKOCYTE_DIFFERENTIATION,0.002087683,0.100015812,0.355320374,1.943692783,1,75,"IRF7,RSAD2,IFNL1,LGALS9,CCL19,BATF2,IFNB1,LIF,SOCS1,JUNB,BATF,CSF3,JAK3,IRF1,UBD,BCL3,LAG3,ZC3H12A,SPINK5,MYC,CCL3,BATF3,CSF1,HLA-G,MT1G,RELB,FOS,IKZF3,EGR1,SBNO2,IFNE,TLR3,VCAM1,PDE1B,IL27,FLT3LG,CEACAM1,RASGRP1,LTF"
57,GO_ENTRY_INTO_HOST,0.000151607,0.007613499,0.583694612,2.866699172,0,27,"CLDN6,IFITM1,TRIM21,IFITM3,DYNLT1,ACE2,IFNA2,CXCL8,LGALS9,TRIM5,IFITM2,TRIM25,CD80,TRIM38",GO_ENTRY_INTO_HOST,0.021303258,0.294688012,0.416317897,1.680458528,16,22,"IFITM1,IFITM3,LGALS9,CXCL8,IFITM2,TRIM21"
58,GO_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,0.000161629,0.007613499,0.724207681,2.853311835,0,15,"ISG15,DDX58,HERC5,IFIH1,NMI,UBE2L6,DHX58,TRIM25,ACOD1",GO_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,0.001321004,0.089541483,0.606677893,2.128015432,0,15,"ISG15,UBE2L6,NLRC5,DDX58,HERC5,IFIH1,DHX58,NMI,RELB,TRIM25,IKBKE,UBA7"
59,GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE,0.000119489,0.007613499,0.336520449,2.83686928,0,168,"DDX58,IFIH1,PLSCR1,RSAD2,PARP9,IRF7,C1R,TNFSF13B,DDX60,IFI16,C1S,CFB,IFNB1,DHX58,STAP1,GBP1,ZBP1,TRIM6,IFNL1,CD274,PSMB9,B2M,MYD88,TREX1,TLR3,PSMB8,LGALS9,PSMA4,UBE2D1,PSMA6,MNDA,LY96,TRIM5,PSME2,ACOD1,CD80,NR4A3,TICAM2,PSMD8,ELF1,WDFY1,CFH,CGAS,FCGR1A,RIF1,PSMA2,IL6,CD38,PSMA3,FFAR2,SHLD3,AIM2,S100A9,CFI,FPR3,RAB11FIP2,BIRC3,PDE4D,IFNL2,PSMD12,IL6ST,DENND1B,THEMIS2,UNC93B1,CEACAM1,FFAR3",GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE,0.001015228,0.089541483,0.383749561,2.264154617,0,127,"ZBP1,PSMB9,IRF7,RSAD2,CD177,IFNL1,LGALS9,C4B,CCL19,PSMB8,C1R,CFB,NLRC5,CCL5,FGA,C4A,IFNB1,TREX1,AIM2,DDX58,IFNL2,IFIH1,IGHG4,PSMB10,HLA-F,BIRC3,HLA-H,PARP9,MUC4,DHX58,PLSCR1,DDX60,IRF1,TNFSF13B,UNC93B1,LAG3,GBP1,ZC3H12A,FGG,IDO1,RBCK1,HLA-G,RELB,HLA-E,MYO1G,PRKD2,BTN3A2,NR4A3,IFNL3,B2M,SFTPA2,C1S,CR1L,MYD88,TLR3,TNIP3,MICB,IKBKE,C3,DMBT1,CD38,MUC1,SERPING1,CEACAM1,RASGRP1,LTF,PSME2,FFAR3,IL15,MUC21,PSME1,FFAR2,IFI16,TNIP1,IL23A,LILRB4,TNF,CD40,CFH,NFKBIA,MUC5AC,TICAM1,MAD2L2,IRAK2,TRAF2"
60,GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,0.000138408,0.007613499,0.448344211,2.821466228,0,56,"ISG15,DDX58,HERC5,IFIH1,BST2,NMI,UBE2L6,IFNB1,DHX58,GBP1,IFNL1,CD274,IFNA2,LGALS9,IGF1,TRIM25,ACOD1,SELENOS,CD2AP,ORM1,IL6,SRGN,TWSG1,LILRA5,PML,CEACAM1",GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,0.001108647,0.089541483,0.496168792,2.451821255,0,47,"ISG15,IFNL1,LGALS9,BST2,UBE2L6,NLRC5,IFNB1,DDX58,HERC5,PML,IFIH1,HLA-F,DHX58,JAK3,BCL3,LAG3,GBP1,ZC3H12A,ORM1,IDO1,HMOX1,NMI,RELB,CX3CL1"
61,GO_RNA_CATABOLIC_PROCESS,0.000126904,0.007613499,0.370753494,2.811219295,0,108,"OAS2,PNPT1,ISG20,SLIRP,PSMB9,RBM7,MYD88,MAGOHB,FMR1,PSMB8,HSPA8,PSMA4,TRIR,PSMA6,BOLL,MAGOH,HELZ2,PSME2,LSM3,PYM1,PSMD8,TENT4B,RPL35,TNPO1,PSMA2,SSB,RPS27,PSMA3,GTPBP2,RPS26,LSM5,RNASE2,PSMD12,RPL36,PAIP1,RPL12,RPS2,TOB1,RPL37,RPL26,RPL28,PSMB6,LSM6,RPL30,PSMB7,RPS15,YTHDF3,ZC3HAV1,XRN1,HNRNPC,RPS11,NUDT12,RIDA,RNASEH2A,RNASEH2B,RPS17,RPL27A,RPL38,PSMC3,PSMA5,CPEB3,SERBP1,PSMD14,PSMD7,PNRC2,ZPR1,SYNCRIP,METTL14,RPL32,EXOSC4,LSM2,DCP1A,IGF2BP3,PSME1,PPP2R2A,UBB,PSMB3,AEN,RPLP1,PDE12,RPL36A,EXOSC3,PSMC2,CNOT7,EXOSC5,CNOT4,PSMA7,PSMF1,DHX36,RPL39,PSMB10,RPL41,PATL1,LSM1",GO_RNA_CATABOLIC_PROCESS,0.00243309,0.106791497,0.494773306,2.039242184,1,24,"PSMB9,ISG20,HELZ2,PSMB8,OAS2,PSMB10,PATL2,ZC3H12A,PNPT1,PLEKHN1,MYD88,ZFP36,NOCT,PKP1,PSME2,MOV10,PSME1,GTPBP1"
62,GO_REGULATION_OF_RESPONSE_TO_STRESS,0.000110436,0.007613499,0.295438007,2.797464568,0,316,"IFIT1,DDX58,HERC5,USP18,IFIH1,PLSCR1,RSAD2,EIF2AK2,NMI,PARP9,PNPT1,IRF7,DTX3L,PTN,DDX60,IL1RN,IFI16,NAMPT,STAT1,TNFAIP6,PMAIP1,DNAJA1,MDK,IFNB1,PARP14,NCOA7,DHX58,STAP1,ACE2,ZBP1,TRIM6,PSMB9,SPP1,B2M,ADAR,SMCHD1,MYD88,TREX1,FMR1,NKX3-1,SOCS1,TLR3,RAD51AP1,PSMB8,HSPA8,LGALS9,PSMA4,IL27,MCTP1,UBE2D1,PSMA6,IGF1,FKBP1B,MNDA,LY96,TRIM5,VIL1,APOBEC3G,PSME2,GCH1,APOBEC3F,NR1D2,HIPK3,ACOD1,NR4A3,TRIM38,TICAM2,PTGS2,SELENOS,PPP4R2,PSMD8,WDFY1,CGAS,RICTOR,RIF1,PSMA2,FBXO5,IL6,EEF1E1,AIDA,PSMA3,FGF2,DNAJB9,SKIL,FFAR2,SHLD3,AIM2,S100A9,OSM,RAB11FIP2,GADD45B,BIRC3,RMI2,PSMD12,LILRA5,IL6ST,HPSE,UNC93B1,PML,CEACAM1,JAK2,FFAR3,MCL1,MSX1,GJA1,CHORDC1,SELENOK,SNAI2,PRRX1,UBE2D3,MAP2K6,SLF1,CTSL,RPL26,BAG4,PDCD10,PSMB6,SPRED1,TXN,CTSC,MANF,CCL19,PSMB7,HMGB2,RPA3,YTHDF3,USP1,OTUD4,TRAFD1,EID3,SUMO1,KLHL15,ZNF277,PIK3AP1",GO_REGULATION_OF_RESPONSE_TO_STRESS,0.001005025,0.089541483,0.368084049,2.258175298,0,182,"ZBP1,PSMB9,IRF7,RSAD2,IFIT1,LGALS9,CCL19,PSMB8,USP18,NLRC5,CCL5,FGA,IFNB1,TREX1,AIM2,DDX58,HERC5,PML,IFIH1,C2CD4A,STAT1,SOCS1,PSMB10,HLA-F,BIRC3,DTX3L,PARP9,MUC4,PARP14,DHX58,PLSCR1,DDX60,IRF1,IER3,SAA1,APOBEC3G,UNC93B1,LAG3,ZC3H12A,PNPT1,SOCS3,FGG,SPINK5,SELE,IDO1,EIF2AK2,CXCL17,MYC,NCOA7,CCL3,APOBEC3F,NMI,HLA-G,SERPINF2,F3,PMAIP1,MSX1,RELB,CX3CL1,HLA-E,GCH1,ADAR,NR4A3,ACE2,NKX3-1,B2M,SAMHD1,SFTPA2,SBNO2,GADD45G,MMP3,MYD88,TLR3,TNIP3,MICB,NAMPT,IKBKE,IL27,C3,DMBT1,C1QTNF1,MUC1,SERPING1,GRINA,CEACAM1,RASGRP1,IL1RN,LTF,PTGS2,PSME2,FFAR3,SOD2,CLDN1,TRAFD1,IL15,NUPR1,MUC21,PSME1,TRADD,TNFRSF12A,CCL21,CXCL6,FFAR2,IFI16,TRIM38,TNIP1,SERPINE1,IL23A,C2CD4B,GADD45B,TNF,NFKBIA,DUOXA1,MUC5AC,TICAM1,THBS1,MAD2L2,IRAK2,TRAF2,CEBPB,INSL3"
63,GO_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,0.00015674,0.007613499,0.632858429,2.784518627,0,20,"DDX58,IFIH1,IRF7,IFI16,STAT1,DHX58,ZBP1,MYD88,POLR2K,TLR3",GO_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,0.002642008,0.107503457,0.569741951,1.99845697,1,15,"ZBP1,IRF7,DDX58,IFIH1,STAT1,DHX58,IRF1"
64,GO_ORGANELLE_INNER_MEMBRANE,0.000121374,0.007613499,0.338719573,2.772070986,0,146,"RSAD2,IFI6,P2RX2,NDUFC2-KCTD14,MRPS18A,TMEM11,MRPS18C,MRPL22,COX7B,SLC25A28,IFI27,MRPL17,TIMM10,ATP5MF,MRPL32,SDHB,NDUFB3,COX6C,C15orf48,CNP,ATP5F1C,NDUFA12,TIMM23,CYCS,ATP5MD,MRPL36,ATP5PF,MRPL18,NDUFA7,UQCR10,NDUFAF2,NDUFB4,MRPL42,MRPS30,NDUFA6,COQ2,MRPS22,MRPL13,NDUFV2,DNAJC19,MICU3,COX7A2,MRPL58,COX4I2,MRPL47,COX6A1,MRPL1,MRPL46,NDUFA5,COX5B,TMEM126B,NDUFS6,ATP5F1E,NDUFB9,TIMM8B,ATP5MPL,MAIP1,COX6B1,MPC1,NDUFS4,NDUFA9,MCUB,MRPL27,MTFP1,MRPL2,CHCHD1,NDUFB10,MRPL19,NDUFA8,MRPS28,MRPS36,NDUFB1,NDUFS5,MICU2,NDUFB8,MRPS35,MPC2,TMEM126A,PET100,COX4I1,HIGD1A,HCCS,DNAJC15",GO_ORGANELLE_INNER_MEMBRANE,0.039490446,0.373611032,0.413982471,1.599160872,30,19,"IFI6,IFI27,RSAD2,C15orf48,SLC25A28"
65,GO_IMMUNE_SYSTEM_DEVELOPMENT,0.000116239,0.007613499,0.316037385,2.769664768,0,202,"HERC6,ISG15,RSAD2,EIF2AK2,IRF7,PTN,BATF2,IFI16,STAT1,MDK,IFNA5,IFNB1,IFNA1,RET,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,IFNL1,CD274,PSMB9,IFNA14,ADAR,TREX1,CD164,SOCS1,PRELID1,IFNA2,TLR3,PSMB8,BRCA2,LGALS9,PSMA4,NME1,IL27,HAX1,IFNA16,PSMA6,IFNA6,AZI2,IFNA4,CEBPD,PSME2,IFNW1,ACOD1,CD80,NR4A3,BATF3,UBD,PSMD8,VCAM1,C12orf29,RIF1,ID2,PSMA2,CCR1,IL6,PSMA3,XRCC4,CDC73,DNAJB9,NME2,RO60,SHLD3,KLF6,OSM,NBN,TWSG1,PSMD12,DPY30,PML,CEACAM1,JAK2",GO_IMMUNE_SYSTEM_DEVELOPMENT,0.001014199,0.089541483,0.32207385,1.893407679,0,122,"ISG15,PSMB9,IRF7,RSAD2,HERC6,IFNL1,LGALS9,CCL19,BATF2,PSMB8,IFNB1,TREX1,PML,LIF,STAT1,SOCS1,PSMB10,JUNB,BATF,CSF3,JAK3,IRF1,UBD,BCL3,LAG3,ZC3H12A,SPINK5,IDO1,EIF2AK2,MYC,CCL3,BATF3,CSF1,HLA-G,MT1G,PDCD1,RELB,HLA-E,RET,CEBPD,FOS,ADAR,NR4A3,SAMHD1,IKZF3,EGR1,SBNO2,IFNE,TLR3,VCAM1,PDE1B,IL27,ZFP36,FLT3LG,CEACAM1,RASGRP1,LTF,PSME2"
66,GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.000143885,0.007613499,0.487455159,2.764022383,0,41,"DDX58,RSAD2,BST2,TNFSF13B,IFNB1,TRIM6,B2M,TREX1,IFNA2,TLR3,NR4A3,CGAS,RIF1,IL6,XRCC4,DNAJB9,FFAR2,SHLD3,NBN,KLK3,DENND1B,FFAR3",GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.005793743,0.158181302,0.400371195,1.808757754,4,33,"RSAD2,BST2,IFNB1,TREX1,DDX58,HLA-F,BATF,JAK3,TNFSF13B,SPINK5,HMOX1,HLA-G,HLA-E,NR4A3,B2M,SAMHD1"
67,GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION,0.00011685,0.007613499,0.314725132,2.744364063,0,197,"HERC6,ISG15,HERC5,IFIH1,TRIM21,NMI,DTX3L,UBE2L6,UBE2QL1,TRIM22,DNAJA1,RNF138,TRIM6,PSMB9,IFI27,TRIM69,ANAPC10,SOCS1,PCGF5,PSMB8,RNF213,PARP10,PSMA4,ARRDC3,UBE2D1,UBE2E1,PSMA6,ELOC,BARD1,TRIM5,TRIM25,SUMO2,UBE2B,PSME2,VCPIP1,MED21,TRIM38,ANKIB1,UBD,SELENOS,MASTL,PSMD8,RNF181,MAD2L1,PSMA2,FBXO6,FBXO5,NSMCE2,SUZ12,MED31,UCHL3,PSMA3,CDC73,RNF19B,UBA3,NUB1,TRIM31,BIRC3,CDC27,CUL5,PSMD12,NEDD8,UBA6,DCUN1D5,H2BC5,PINX1,DCUN1D1,PCNP,UBE2S,KIAA1586,H2BC4,UBE2A,RPS2,UBE2D3,PSMB6,TRIM36,FBXO30,PSMB7,RNF217,NDFIP2,KBTBD8,MED10,PHF23,SUMO1,KLHL15,MARCHF1,RBCK1,H2BC11,RIPK2,RNF5,UBE2W,ATG3,UBE2V2,PSMC3,RNF2,NOSIP,SOCS6,SUMO3,FEM1C,SOCS3,PSMA5,MAD2L2,ZNRF2,PSMD14,PSMD7,UBE2T,SOCS5,HIF1A,PLAA,RBX1,RNF11,RC3H2,CBFB,CDC26,PSME1,UBE2K,ASB15,SPOP,FBXO45,FBXO22,RNF149,FANCM,CBLL1,TRIM33,UBE2F,TNKS2,UBB,TRIM23,RNF114,PSMB3",GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION,0.001078749,0.089541483,0.422123224,2.163424747,0,55,"ISG15,PSMB9,IFI27,HERC6,PSMB8,UBE2L6,FBXO6,PARP10,HERC5,IFIH1,SOCS1,PSMB10,BIRC3,DTX3L,TRIM21,UBD,NEURL3,RNF213,TRIM22,SOCS3,RBCK1,NMI"
68,GO_MRNA_METABOLIC_PROCESS,0.000117137,0.007613499,0.316144945,2.740599663,0,191,"PNPT1,SNRPG,RBM11,PSMB9,ADAR,RBM7,PHF5A,MYD88,POLR2K,MAGOHB,FMR1,PSMB8,HSPA8,SNRPC,PSMA4,PSMA6,ELAVL4,BOLL,MAGOH,HELZ2,BARD1,PSME2,SNRPD1,LSM3,HIPK3,PPP4R2,PYM1,PSMD8,SF3B6,SAP18,TENT4B,ELAVL2,RPL35,TNPO1,PSMA2,SSB,SNRPE,RPS27,PSMA3,GTPBP2,RPS26,CDC73,BCAS2,LSM5,SMNDC1,PSMD12,SNRPB2,RPL36,TRUB1,PAIP1,PPIH,GTF2F2,RPL12,RPS2,RAMAC,TOB1,RPL37,TSEN15,LSM8,RPL26,SMN1,RPL28,PSMB6,PPIL1,THOC7,LSM6,MBNL1,SNRNP40,LSM10,RBM26,RPL30,PSMB7,RPS15,YTHDF3,RBM27,ZC3HAV1,XRN1,HNRNPC,RPS11,NUDT12,RIDA,CWC15,RPS17,RPL27A,RPL38,PRPF40A,PSMC3,TRMT10C,MNAT1,SNRNP27,PQBP1,PSMA5,CPEB3,SERBP1,TRA2B,CSTF2T,PSMD14,GEMIN6,DNAJC8,PSMD7,NUDT21,PNRC2,HIF1A,ZCRB1,POLR2F,ZPR1,SYNCRIP,METTL14,QKI,RPL32,EXOSC4,LSM2,DCP1A,SRSF3,U2AF1,IGF2BP3,PSME1,ATF4,PPP2R2A,CBLL1,CIR1,UBB,PSMB3,RPLP1,PDE12,SREK1IP1,SNRPF,RBMXL1,HNRNPH2,SRSF12,REST,RPL36A,NOVA1,PRPF4B,EXOSC3,PSMC2,RBM3,UBL5,CNOT7,EXOSC5,CNOT4,PSMA7,CMTR1,PSMF1,DHX36,RPL39,PABPC3,ALYREF,PUS3,SNRPD2,AURKAIP1,PSMB10,RPL41,CDC5L,PATL1,LSM1,ZMAT5,RPS20,WBP4",GO_MRNA_METABOLIC_PROCESS,0.025700935,0.317632509,0.384072397,1.680385657,21,29,"PSMB9,HELZ2,PSMB8,PSMB10,PATL2,ZC3H12A,PNPT1,PLEKHN1,ADAR,MYD88,ZFP36,NOCT,RBM11,PKP1,PSME2,MOV10,PSME1,GTPBP1"
69,GO_CELLULAR_RESPONSE_TO_INTERFERON_BETA,0.000165782,0.007613499,0.754050189,2.720137583,0,12,"PNPT1,IFI16,STAT1,IFNB1,TRIM6,TREX1,TLR3,MNDA,ACOD1,AIM2",GO_CELLULAR_RESPONSE_TO_INTERFERON_BETA,0.005706134,0.15715415,0.606733366,1.846371067,3,10,"IFNB1,TREX1,AIM2,STAT1,IRF1,PNPT1"
