pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
GO_CELLULAR_RESPIRATION	1.38E-05	0.001112895	0.448988869	2.856766433	0	58	"PNPT1,NDUFC2-KCTD14,COX7B,TREX1,COA6,PRELID1,SDHB,NDUFB3,COX6C,ETFRF1,NR4A3,NDUFA12,CYCS,NDUFA7,UQCR10,SUCLG2,NDUFAF2,NDUFB4,NDUFA6,NDUFV2,CISD1,COX4I2,COX6A1,NDUFA5,COX5B,NDUFS6,NDUFB9,COX6B1,NDUFS4,NDUFA9,ME2,NDUFB10,NDUFA8,NDUFB1,NDUFS5,NDUFB8,COX4I1,DNAJC15,DLAT,CDK1,BID,NDUFB7,HIF1A,NDUFA3,NDUFA1,NDUFA13"
GO_OXIDATIVE_PHOSPHORYLATION	1.40E-05	0.001112895	0.466984417	2.854337217	0	51	"NDUFC2-KCTD14,COX7B,COA6,ATP5MF,NDUFB3,COX6C,ATP5F1C,NDUFA12,CYCS,ATP5PF,NDUFA7,UQCR10,NDUFB4,NDUFA6,NDUFV2,COX7A2,COX4I2,COX6A1,NDUFA5,COX5B,NDUFS6,ATP5F1E,NDUFB9,COX6B1,NDUFS4,NDUFA9,NDUFB10,NDUFA8,NDUFB1,NDUFS5,NDUFB8,COX4I1,DNAJC15,CDK1,BID,NDUFB7,ATP5PD,NDUFA3,NDUFA1,NDUFA13,NUPR1,UQCR11,ATP5MC3,PDE12,NDUFB5,ATP5ME,ATP5MG"
GO_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	1.63E-05	0.001112895	0.724207681	2.843267955	0	15	"ISG15,DDX58,HERC5,IFIH1,NMI,UBE2L6,DHX58,TRIM25,ACOD1"
GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	1.19E-05	0.001112895	0.336520449	2.836295181	0	168	"DDX58,IFIH1,PLSCR1,RSAD2,PARP9,IRF7,C1R,TNFSF13B,DDX60,IFI16,C1S,CFB,IFNB1,DHX58,STAP1,GBP1,ZBP1,TRIM6,IFNL1,CD274,PSMB9,B2M,MYD88,TREX1,TLR3,PSMB8,LGALS9,PSMA4,UBE2D1,PSMA6,MNDA,LY96,TRIM5,PSME2,ACOD1,CD80,NR4A3,TICAM2,PSMD8,ELF1,WDFY1,CFH,CGAS,FCGR1A,RIF1,PSMA2,IL6,CD38,PSMA3,FFAR2,SHLD3,AIM2,S100A9,CFI,FPR3,RAB11FIP2,BIRC3,PDE4D,IFNL2,PSMD12,IL6ST,DENND1B,THEMIS2,UNC93B1,CEACAM1,FFAR3"
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	1.39E-05	0.001112895	0.448344211	2.822512935	0	56	"ISG15,DDX58,HERC5,IFIH1,BST2,NMI,UBE2L6,IFNB1,DHX58,GBP1,IFNL1,CD274,IFNA2,LGALS9,IGF1,TRIM25,ACOD1,SELENOS,CD2AP,ORM1,IL6,SRGN,TWSG1,LILRA5,PML,CEACAM1"
GO_RNA_CATABOLIC_PROCESS	1.26E-05	0.001112895	0.370753494	2.818124526	0	108	"OAS2,PNPT1,ISG20,SLIRP,PSMB9,RBM7,MYD88,MAGOHB,FMR1,PSMB8,HSPA8,PSMA4,TRIR,PSMA6,BOLL,MAGOH,HELZ2,PSME2,LSM3,PYM1,PSMD8,TENT4B,RPL35,TNPO1,PSMA2,SSB,RPS27,PSMA3,GTPBP2,RPS26,LSM5,RNASE2,PSMD12,RPL36,PAIP1,RPL12,RPS2,TOB1,RPL37,RPL26,RPL28,PSMB6,LSM6,RPL30,PSMB7,RPS15,YTHDF3,ZC3HAV1,XRN1,HNRNPC,RPS11,NUDT12,RIDA,RNASEH2A,RNASEH2B,RPS17,RPL27A,RPL38,PSMC3,PSMA5,CPEB3,SERBP1,PSMD14,PSMD7,PNRC2,ZPR1,SYNCRIP,METTL14,RPL32,EXOSC4,LSM2,DCP1A,IGF2BP3,PSME1,PPP2R2A,UBB,PSMB3,AEN,RPLP1,PDE12,RPL36A,EXOSC3,PSMC2,CNOT7,EXOSC5,CNOT4,PSMA7,PSMF1,DHX36,RPL39,PSMB10,RPL41,PATL1,LSM1"
GO_MITOCHONDRIAL_GENE_EXPRESSION	1.45E-05	0.001112895	0.490141401	2.805522006	0	42	"PNPT1,MRPS18A,MRPS18C,MRPL22,MRPL17,MRPL32,MRPL36,MRPL18,NDUFA7,GADD45GIP1,MRPL42,MRPS30,MRPS22,MRPL13,MRPL58,MRPL47,MRPL1,MRPL46,MTIF3,MRPL27,MRPL2,CHCHD1,MRPL19,MRPS28,MRPS36,MRPS35,TRMT10C,MRPL33,MRPL3,MALSU1,MRPL54,TFAM,MRPL24,MRPS23"
GO_ELECTRON_TRANSPORT_CHAIN	1.39E-05	0.001112895	0.444488486	2.798239547	0	56	"NDUFC2-KCTD14,COX7B,COA6,GLRX,SDHB,NDUFB3,COX6C,C15orf48,ETFRF1,NDUFA12,CYCS,NDUFA7,GLRX2,UQCR10,NDUFAF2,NDUFB4,NDUFA6,NDUFV2,COX7A2,FDX1,COX4I2,COX6A1,NDUFA5,COX5B,NDUFS6,NDUFB9,COX6B1,NDUFS4,NDUFA9,ME2,NDUFB10,ASPH,NDUFA8,NDUFB1,NDUFS5,NDUFB8,COX4I1,DNAJC15,CDK1,BID"
GO_REGULATION_OF_RESPONSE_TO_STRESS	1.10E-05	0.001112895	0.295438007	2.797535704	0	316	"IFIT1,DDX58,HERC5,USP18,IFIH1,PLSCR1,RSAD2,EIF2AK2,NMI,PARP9,PNPT1,IRF7,DTX3L,PTN,DDX60,IL1RN,IFI16,NAMPT,STAT1,TNFAIP6,PMAIP1,DNAJA1,MDK,IFNB1,PARP14,NCOA7,DHX58,STAP1,ACE2,ZBP1,TRIM6,PSMB9,SPP1,B2M,ADAR,SMCHD1,MYD88,TREX1,FMR1,NKX3-1,SOCS1,TLR3,RAD51AP1,PSMB8,HSPA8,LGALS9,PSMA4,IL27,MCTP1,UBE2D1,PSMA6,IGF1,FKBP1B,MNDA,LY96,TRIM5,VIL1,APOBEC3G,PSME2,GCH1,APOBEC3F,NR1D2,HIPK3,ACOD1,NR4A3,TRIM38,TICAM2,PTGS2,SELENOS,PPP4R2,PSMD8,WDFY1,CGAS,RICTOR,RIF1,PSMA2,FBXO5,IL6,EEF1E1,AIDA,PSMA3,FGF2,DNAJB9,SKIL,FFAR2,SHLD3,AIM2,S100A9,OSM,RAB11FIP2,GADD45B,BIRC3,RMI2,PSMD12,LILRA5,IL6ST,HPSE,UNC93B1,PML,CEACAM1,JAK2,FFAR3,MCL1,MSX1,GJA1,CHORDC1,SELENOK,SNAI2,PRRX1,UBE2D3,MAP2K6,SLF1,CTSL,RPL26,BAG4,PDCD10,PSMB6,SPRED1,TXN,CTSC,MANF,CCL19,PSMB7,HMGB2,RPA3,YTHDF3,USP1,OTUD4,TRAFD1,EID3,SUMO1,KLHL15,ZNF277,PIK3AP1"
GO_LARGE_RIBOSOMAL_SUBUNIT	1.45E-05	0.001112895	0.488145317	2.794096615	0	42	"MRPS18A,MRPL22,MRPL17,MRPL32,RPL39L,MRPL36,MRPL18,RPL35,MRPL42,MRPS30,MRPL13,RPL26L1,MRPL58,MRPL47,RPL36,MRPL1,MRPL46,RPL12,RPL37,RPL26,RPL28,MRPL27,RPL30,MRPL2,MRPL19,RPL27A,RPL38,MRPL33,RSL24D1,MRPL3,MALSU1,MRPL54,MRPL24,RPL32,MRPL14,RPL3L,RPLP1,RPL36A,MRPL11"
GO_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	1.58E-05	0.001112895	0.632858429	2.776518185	0	20	"DDX58,IFIH1,IRF7,IFI16,STAT1,DHX58,ZBP1,MYD88,POLR2K,TLR3"
GO_PEPTIDE_BIOSYNTHETIC_PROCESS	1.21E-05	0.001112895	0.336484407	2.770994605	0	151	"EIF2AK2,SHFL,MRPS18A,MRPS18C,MRPL22,MRPL17,CHAC2,CPEB2,RPL22L1,FMR1,MRPL32,RPL39L,PPA1,BOLL,MCTS1,MAGOH,EIF5AL1,PYM1,MRPL36,MRPL18,NDUFA7,RPL35,IL6,GADD45GIP1,RPS27,EEF1E1,MRPL42,MRPS30,GTPBP2,RPS26,CPEB4,MRPS22,MRPL13,RPL26L1,EIF1AY,MRPL58,MRPL47,RPL36,MRPL1,MRPL46,PAIP1,TRMT112,EIF2S1,RPL12,UHMK1,MTIF3,RPS2,TOB1,RPL37,EIF1AX,RPL26,RPL28,MRPL27,RPL30,RPS15,YTHDF3,PIWIL4,MRPL2,EIF3J,CHCHD1,KBTBD8,MRPL19,RPS27L,XRN1,EIF4E,EIF1B,MRPS28,RBMS3,MRPS36,EIF5A2,RPS11,RIDA,MRPS35,SELENOT,RPS17,RPL27A,RPL38,TRMT10C,EIF5A,MRPL33,RWDD1,RSL24D1,CPEB3,MRPL3,GAPDH,MALSU1,DNAJC1,MRPL54,SYNCRIP,SRP9,METTL14,QKI,MRPL24,MRPS23,RPL32,PURA,DPH6,IGF2BP3,PA2G4,RPS6KB1,BANK1,ATF4,MRPS11,MRPL14,THBS1,RPL3L,RPLP1,PAIP2,ABCE1,DARS1,PRR16,RPL36A,MRPL11,SECISBP2L,TARS1,CALR,RBM3,EIF2S2,MRPS24,CNOT7,LARP4,MTRF1L,MRPS33,DHX36,RPL39,AURKAIP1,MGST2,RPL41"
GO_IMMUNE_SYSTEM_DEVELOPMENT	1.16E-05	0.001112895	0.316037385	2.767536179	0	202	"HERC6,ISG15,RSAD2,EIF2AK2,IRF7,PTN,BATF2,IFI16,STAT1,MDK,IFNA5,IFNB1,IFNA1,RET,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,IFNL1,CD274,PSMB9,IFNA14,ADAR,TREX1,CD164,SOCS1,PRELID1,IFNA2,TLR3,PSMB8,BRCA2,LGALS9,PSMA4,NME1,IL27,HAX1,IFNA16,PSMA6,IFNA6,AZI2,IFNA4,CEBPD,PSME2,IFNW1,ACOD1,CD80,NR4A3,BATF3,UBD,PSMD8,VCAM1,C12orf29,RIF1,ID2,PSMA2,CCR1,IL6,PSMA3,XRCC4,CDC73,DNAJB9,NME2,RO60,SHLD3,KLF6,OSM,NBN,TWSG1,PSMD12,DPY30,PML,CEACAM1,JAK2"
GO_ORGANELLE_INNER_MEMBRANE	1.21E-05	0.001112895	0.338719573	2.766488748	0	146	"RSAD2,IFI6,P2RX2,NDUFC2-KCTD14,MRPS18A,TMEM11,MRPS18C,MRPL22,COX7B,SLC25A28,IFI27,MRPL17,TIMM10,ATP5MF,MRPL32,SDHB,NDUFB3,COX6C,C15orf48,CNP,ATP5F1C,NDUFA12,TIMM23,CYCS,ATP5MD,MRPL36,ATP5PF,MRPL18,NDUFA7,UQCR10,NDUFAF2,NDUFB4,MRPL42,MRPS30,NDUFA6,COQ2,MRPS22,MRPL13,NDUFV2,DNAJC19,MICU3,COX7A2,MRPL58,COX4I2,MRPL47,COX6A1,MRPL1,MRPL46,NDUFA5,COX5B,TMEM126B,NDUFS6,ATP5F1E,NDUFB9,TIMM8B,ATP5MPL,MAIP1,COX6B1,MPC1,NDUFS4,NDUFA9,MCUB,MRPL27,MTFP1,MRPL2,CHCHD1,NDUFB10,MRPL19,NDUFA8,MRPS28,MRPS36,NDUFB1,NDUFS5,MICU2,NDUFB8,MRPS35,MPC2,TMEM126A,PET100,COX4I1,HIGD1A,HCCS,DNAJC15"
GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	1.16E-05	0.001112895	0.314725132	2.743144351	0	197	"HERC6,ISG15,HERC5,IFIH1,TRIM21,NMI,DTX3L,UBE2L6,UBE2QL1,TRIM22,DNAJA1,RNF138,TRIM6,PSMB9,IFI27,TRIM69,ANAPC10,SOCS1,PCGF5,PSMB8,RNF213,PARP10,PSMA4,ARRDC3,UBE2D1,UBE2E1,PSMA6,ELOC,BARD1,TRIM5,TRIM25,SUMO2,UBE2B,PSME2,VCPIP1,MED21,TRIM38,ANKIB1,UBD,SELENOS,MASTL,PSMD8,RNF181,MAD2L1,PSMA2,FBXO6,FBXO5,NSMCE2,SUZ12,MED31,UCHL3,PSMA3,CDC73,RNF19B,UBA3,NUB1,TRIM31,BIRC3,CDC27,CUL5,PSMD12,NEDD8,UBA6,DCUN1D5,H2BC5,PINX1,DCUN1D1,PCNP,UBE2S,KIAA1586,H2BC4,UBE2A,RPS2,UBE2D3,PSMB6,TRIM36,FBXO30,PSMB7,RNF217,NDFIP2,KBTBD8,MED10,PHF23,SUMO1,KLHL15,MARCHF1,RBCK1,H2BC11,RIPK2,RNF5,UBE2W,ATG3,UBE2V2,PSMC3,RNF2,NOSIP,SOCS6,SUMO3,FEM1C,SOCS3,PSMA5,MAD2L2,ZNRF2,PSMD14,PSMD7,UBE2T,SOCS5,HIF1A,PLAA,RBX1,RNF11,RC3H2,CBFB,CDC26,PSME1,UBE2K,ASB15,SPOP,FBXO45,FBXO22,RNF149,FANCM,CBLL1,TRIM33,UBE2F,TNKS2,UBB,TRIM23,RNF114,PSMB3"
GO_MRNA_METABOLIC_PROCESS	1.17E-05	0.001112895	0.316144945	2.737951054	0	191	"PNPT1,SNRPG,RBM11,PSMB9,ADAR,RBM7,PHF5A,MYD88,POLR2K,MAGOHB,FMR1,PSMB8,HSPA8,SNRPC,PSMA4,PSMA6,ELAVL4,BOLL,MAGOH,HELZ2,BARD1,PSME2,SNRPD1,LSM3,HIPK3,PPP4R2,PYM1,PSMD8,SF3B6,SAP18,TENT4B,ELAVL2,RPL35,TNPO1,PSMA2,SSB,SNRPE,RPS27,PSMA3,GTPBP2,RPS26,CDC73,BCAS2,LSM5,SMNDC1,PSMD12,SNRPB2,RPL36,TRUB1,PAIP1,PPIH,GTF2F2,RPL12,RPS2,RAMAC,TOB1,RPL37,TSEN15,LSM8,RPL26,SMN1,RPL28,PSMB6,PPIL1,THOC7,LSM6,MBNL1,SNRNP40,LSM10,RBM26,RPL30,PSMB7,RPS15,YTHDF3,RBM27,ZC3HAV1,XRN1,HNRNPC,RPS11,NUDT12,RIDA,CWC15,RPS17,RPL27A,RPL38,PRPF40A,PSMC3,TRMT10C,MNAT1,SNRNP27,PQBP1,PSMA5,CPEB3,SERBP1,TRA2B,CSTF2T,PSMD14,GEMIN6,DNAJC8,PSMD7,NUDT21,PNRC2,HIF1A,ZCRB1,POLR2F,ZPR1,SYNCRIP,METTL14,QKI,RPL32,EXOSC4,LSM2,DCP1A,SRSF3,U2AF1,IGF2BP3,PSME1,ATF4,PPP2R2A,CBLL1,CIR1,UBB,PSMB3,RPLP1,PDE12,SREK1IP1,SNRPF,RBMXL1,HNRNPH2,SRSF12,REST,RPL36A,NOVA1,PRPF4B,EXOSC3,PSMC2,RBM3,UBL5,CNOT7,EXOSC5,CNOT4,PSMA7,CMTR1,PSMF1,DHX36,RPL39,PABPC3,ALYREF,PUS3,SNRPD2,AURKAIP1,PSMB10,RPL41,CDC5L,PATL1,LSM1,ZMAT5,RPS20,WBP4"
GO_CELLULAR_RESPONSE_TO_INTERFERON_BETA	1.67E-05	0.001112895	0.754050189	2.713160301	0	12	"PNPT1,IFI16,STAT1,IFNB1,TRIM6,TREX1,TLR3,MNDA,ACOD1,AIM2"
GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	1.14E-05	0.001112895	0.301479567	2.711858553	0	232	"HERC6,ISG15,DDX58,HERC5,USP18,IFIH1,TRIM21,NMI,DTX3L,UBE2L6,UBE2QL1,TRIM22,DNAJA1,RNF138,TRIM6,PSMB9,IFI27,TRIM69,ANAPC10,SOCS1,PCGF5,PSMB8,RNF213,PARP10,PSMA4,ARRDC3,UBE2D1,UBE2E1,PSMA6,ELOC,BARD1,TRIM5,TRIM25,SUMO2,UBE2B,PSME2,VCPIP1,MED21,TRIM38,ANKIB1,UBD,SELENOS,MASTL,PSMD8,RNF181,MAD2L1,PSMA2,FBXO6,FBXO5,NSMCE2,SUZ12,MED31,UCHL3,PSMA3,CDC73,RNF19B,UBA3,ENY2,NUB1,TRIM31,BIRC3,CDC27,CUL5,PSMD12,NEDD8,UBA6,DCUN1D5,H2BC5,PINX1,DCUN1D1,PCNP,UBE2S,KIAA1586,SNX3,H2BC4,UBE2A,RPS2,UBE2D3,PSMB6,TRIM36,FBXO30,COPS2,PSMB7,RNF217,CDC25A,NDFIP2,USP1,OTUD4,KBTBD8,OTUD6B,MED10,PHF23,SUMO1,KLHL15,MARCHF1,RBCK1,H2BC11,RIPK2,RNF5,UBE2W,ATG3,UBE2V2,USP42,CCNA2,PSMC3,USP15,RNF2,NOSIP,SOCS6,CDK1,SUMO3,FEM1C,SOCS3,PSMA5,TOR1A,MAD2L2,ZNRF2,PSMD14,PSMD7,UBE2T,TFPT,SOCS5,HIF1A,PLAA,RBX1,RNF11,RC3H2,CBFB,CLSPN,CDC26,PSME1,UBE2K,ASB15,SPOP,USP38,FBXO45,FBXO22,UCHL5,RNF149,FANCM,CBLL1,TRIM33,UBE2F,TNKS2,COPS4,UBB,TRIM23,RNF114,YOD1,PSMB3"
GO_CELL_ACTIVATION	1.14E-05	0.001112895	0.299697395	2.711388058	0	239	"PLSCR1,CXCL10,RSAD2,BST2,BATF2,TNFSF13B,NAMPT,TNFAIP6,CCL2,MDK,IFNA5,DYNLT1,IFNB1,IFNA1,HSH2D,IFNA21,DYNLL1,IFNA10,IFNA17,STAP1,IFNA7,IFNA8,IFNL1,CD274,IFNA14,B2M,TREX1,SOCS1,PRELID1,IFNA2,ORM2,TLR3,HSPA8,CXCL8,LGALS9,IL27,TNFSF18,IFNA16,IFNA6,IGF1,FKBP1B,AZI2,MNDA,SCAMP1,IFNA4,IFNW1,CD80,MYL12A,NR4A3,TICAM2,BATF3,UBD,VCAM1,CGAS,LCN2,SOX11,RIF1,C1GALT1C1,ID2,PSMA2,SAMSN1,ORM1,PLAC8,IL6,AHR,CD38,HPRT1,DNAJB9,NME2,SHLD3,S100A9,KLF6,FCGR3B,RNASE2,NBN,CLIC1,CD63,GCA,TWSG1,RETN,PSMD12,LILRA5,IL6ST,HPSE"
GO_LYMPHOCYTE_DIFFERENTIATION	1.37E-05	0.001112895	0.418465078	2.703493314	0	61	"RSAD2,MDK,IFNA5,IFNB1,IFNA1,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,IFNL1,IFNA14,SOCS1,PRELID1,IFNA2,LGALS9,IL27,IFNA16,IFNA6,IFNA4,IFNW1,CD80,VCAM1,ID2,IL6,DNAJB9,KLF6"
GO_PROTEIN_POLYUBIQUITINATION	1.31E-05	0.001112895	0.379579994	2.692740987	0	84	"HERC6,HERC5,TRIM21,NMI,DTX3L,TRIM6,PSMB9,IFI27,TRIM69,ANAPC10,PSMB8,RNF213,PARP10,PSMA4,UBE2D1,UBE2E1,PSMA6,BARD1,TRIM5,UBE2B,PSME2,TRIM38,ANKIB1,PSMD8,PSMA2,FBXO6,PSMA3,RNF19B,CDC27,PSMD12,UBE2S,UBE2A,UBE2D3,PSMB6,TRIM36,FBXO30,PSMB7,RNF217,MARCHF1,RBCK1,RNF5,UBE2W,UBE2V2,PSMC3,PSMA5,ZNRF2,PSMD14,PSMD7,UBE2T,PLAA,RBX1,RC3H2,CBFB,CDC26,PSME1,UBE2K,FBXO22,TNKS2,UBB,RNF114,PSMB3"
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	1.25E-05	0.001112895	0.347743648	2.691607809	0	116	"DDX58,IFIH1,PLSCR1,RSAD2,PARP9,IRF7,DDX60,IFI16,MDK,IFNB1,DHX58,STAP1,ZBP1,TRIM6,PSMB9,MYD88,TLR3,PSMB8,PSMA4,UBE2D1,PSMA6,MNDA,LY96,TRIM5,PSME2,ACOD1,TICAM2,PTGS2,PSMD8,WDFY1,CGAS,PSMA2,IL6,PSMA3,FFAR2,AIM2,S100A9,OSM,RAB11FIP2,BIRC3,PSMD12,LILRA5,IL6ST,UNC93B1,JAK2,FFAR3,GJA1,UBE2D3,MAP2K6,CTSL,PSMB6,CTSC,PSMB7,HMGB2"
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	1.67E-05	0.001112895	0.747269891	2.688764002	0	12	"DDX58,PARP9,DTX3L,STAT1,TRIM6,IL27,APOBEC3G,APOBEC3F,CGAS,AIM2,SELENOK"
GO_AMIDE_BIOSYNTHETIC_PROCESS	1.18E-05	0.001112895	0.316275725	2.688477521	0	175	"EIF2AK2,SHFL,SPTSSA,ELOVL3,MRPS18A,MRPS18C,MRPL22,MRPL17,CHAC2,CPEB2,RPL22L1,ELOVL7,FMR1,MRPL32,RPL39L,PPA1,BOLL,MCTS1,MAGOH,EIF5AL1,GCH1,PYM1,MRPL36,ACSL4,MRPL18,NDUFA7,RPL35,IL6,ELOVL2,GADD45GIP1,RPS27,EEF1E1,MRPL42,MRPS30,GTPBP2,PPCS,RPS26,CPEB4,MRPS22,MRPL13,RPL26L1,EIF1AY,MTHFS,MRPL58,MRPL47,RPL36,MRPL1,MRPL46,PAIP1,TRMT112,EIF2S1,RPL12,UHMK1,MTIF3,RPS2,TOB1,RPL37,EIF1AX,RPL26,RPL28,MPC1,MRPL27,RPL30,RPS15,YTHDF3,PIWIL4,MRPL2,EIF3J,CHCHD1,KBTBD8,MRPL19,RPS27L,XRN1,EIF4E,EIF1B,MRPS28,RBMS3,MRPS36,EIF5A2,RPS11,RIDA,MRPS35,MPC2,PDHX,SELENOT,RPS17,RPL27A,RPL38,TRMT10C,EIF5A,ELOVL4,DLAT,MRPL33,RWDD1,RSL24D1,CPEB3,MRPL3,GAPDH,MALSU1,DNAJC1,MRPL54,SYNCRIP,SRP9,METTL14,QKI,HACD1,MRPL24,MRPS23,RPL32,PURA,DPH6,IGF2BP3,PA2G4,RPS6KB1,BANK1,ATF4,MRPS11,MRPL14,THBS1,RPL3L,RPLP1,PAIP2,ABCE1,DARS1,PRR16,RPL36A,MRPL11,SECISBP2L,TARS1,CALR,PDP1,RBM3,EIF2S2,MRPS24,CNOT7,LARP4,MTRF1L,MRPS33,ORMDL2,DHX36,RPL39,AURKAIP1,MGST2,RPL41"
GO_RESPONSE_TO_BACTERIUM	1.22E-05	0.001112895	0.3342969	2.686172423	0	136	"HERC6,ISG15,CMPK2,IFI44,CXCL10,OAS2,CHMP5,IL1RN,CCL2,DHX58,TENT5A,STAP1,TRIM6,CXCL11,CD274,MYD88,RGS1,CXCL3,TLR3,MT1M,CXCL8,LGALS9,IL27,DEFB1,LY96,TRIM5,VIL1,GCH1,C15orf48,ACOD1,CD80,CXCL2,TICAM2,CNP,PTGS2,SELENOS,VCAM1,SLC10A2,LCN2,PLAC8,IL6,CDC73,S100A9,DCN,CXCL5,LSM5,GJB2,KLK3,PDE4D"
GO_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS	1.21E-05	0.001112895	0.327285217	2.678497137	0	147	"OAS2,NT5C3A,PNPT1,ISG20,SLIRP,PSMB9,RBM7,MYD88,TREX1,MAGOHB,FMR1,PSMB8,HSPA8,PSMA4,TRIR,PSMA6,BOLL,MAGOH,HELZ2,APOBEC3G,PSME2,LSM3,APOBEC3F,CNP,PYM1,PSMD8,TENT4B,TDO2,RPL35,TNPO1,PSMA2,SSB,IL6,RPS27,PSMA3,GTPBP2,HPRT1,RPS26,APOBEC3B,ACOT7,LSM5,RNASE2,PDE4D,MTHFS,PSMD12,BLVRA,RPL36,NUDT1,PAIP1,RPL12,RPS2,TOB1,H1-0,RPL37,RPL26,RPL28,PSMB6,LSM6,CIDEA,RPL30,PSMB7,HMGB2,RPS15,NUDT15,YTHDF3,ZC3HAV1,XRN1,HNRNPC,RPS11,NUDT12,RIDA,RNASEH2A,SAMHD1,RNASEH2B,RPS17,RPL27A,RPL38,PSMC3,CASP3,PSMA5,CPEB3,HMOX2,SERBP1,PSMD14,PSMD7,KPNB1,PNRC2,ZPR1,SYNCRIP,METTL14,RPL32,EXOSC4,LSM2,DCP1A,IGF2BP3,PSME1"
GO_INTERFERON_ALPHA_PRODUCTION	1.64E-05	0.001112895	0.699633852	2.675010458	0	14	"DDX58,IFIH1,NMI,IRF7,STAT1,TREX1,TLR3,AZI2"
GO_NADH_DEHYDROGENASE_ACTIVITY	1.55E-05	0.001112895	0.577916481	2.67489395	0	23	"NDUFC2-KCTD14,NDUFB3,NDUFA12,NDUFA7,NDUFAF2,NDUFB4,NDUFA6,NDUFV2,NDUFA5,NDUFS6,NDUFB9,NDUFS4,NDUFA9,NDUFB10,NDUFA8,NDUFB1,NDUFS5,NDUFB8,NDUFB7,NDUFA3,NDUFA1,NDUFA13"
GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	1.55E-05	0.001112895	0.57752785	2.673095166	0	23	"NDUFC2-KCTD14,NDUFB3,NDUFA12,NDUFA7,NDUFB4,NDUFA6,NDUFV2,NDUFA5,NDUFS6,NDUFB9,NDUFS4,NDUFA9,NDUFB10,NDUFA8,NDUFB1,NDUFS5,NDUFB8,DNAJC15,NDUFB7,NDUFA3,NDUFA1,NDUFA13"
GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	1.51E-05	0.001112895	0.537085782	2.673029549	0	28	"DDX58,RSAD2,BST2,IFNB1,TRIM6,B2M,TREX1,IFNA2,TLR3,NR4A3,CGAS,RIF1,IL6,FFAR2,SHLD3"
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	1.29E-05	0.001112895	0.364159285	2.667433979	0	94	"DDX58,IFIH1,PLSCR1,RSAD2,PARP9,IRF7,DDX60,IFI16,IFNB1,DHX58,ZBP1,TRIM6,CD274,PSMB9,MYD88,TLR3,PSMB8,PSMA4,UBE2D1,PSMA6,MNDA,LY96,TRIM5,PSME2,ACOD1,TICAM2,PSMD8,WDFY1,CGAS,PSMA2,PSMA3,FFAR2,AIM2,S100A9,RAB11FIP2,BIRC3,PSMD12,UNC93B1"
GO_RESPONSE_TO_INTERLEUKIN_1	1.35E-05	0.001112895	0.400703845	2.66514166	0	67	"CCL8,CCL11,IL1RN,CCL2,GBP1,PSMB9,MYD88,GBP3,NKX3-1,HAS2,PSMB8,CXCL8,LGALS9,PSMA4,PSMA6,PSME2,ACOD1,PSMD8,IL1RAP,LCN2,PSMA2,IL6,CD38,PSMA3,CCL25,PSMD12,PSMB6,CCL19,PSMB7,OTUD4,CCL20,CCL13,CCL7,RIPK2,IL1R2,PSMC3,RORA,GBP2,PSMA5,CCL1,CD47,PSMD14,PSMD7,HIF1A,RBX1,XCL2,PSME1,CYBA,UBB,PSMB3,MAP3K7,CCL3L1,CCL3L3,NFKBIA,PSMC2,CCL4,UBE2N,PSMA7,PSMF1,IL1B,PSMB10"
GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1.30E-05	0.001112895	0.368616672	2.660058266	0	89	"BST2,NMI,IFI16,GREM1,CCL2,MDK,IFNB1,PARP14,DHX58,STAP1,GBP1,IFNL1,CD274,ADAR,TREX1,SOCS1,IFNA2,TLR3,LGALS9,NME1,MNDA,LY96,ACOD1,CD80,TRIM38,TICAM2,SELENOS,ELF1,SOX11,ID2,SAMSN1,CCL25,CDC73,NME2"
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	1.65E-05	0.001112895	0.715418111	2.657578043	0	13	"DDX58,PARP9,DTX3L,STAT1,TRIM6,IL27,APOBEC3G,APOBEC3F,CGAS,AIM2,SELENOK"
