SYMBOL	ENSEMBL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RPGRIP1L	ENSG00000103494	1938.22667	-1.071415036	0.247945715	-4.321167777	1.55E-05	0.000520753
ZNF273	ENSG00000198039	3311.692296	-1.069360006	0.26666188	-4.010172001	6.07E-05	0.001614324
TSPOAP1	ENSG00000005379	13969.60876	-1.069114079	0.329866288	-3.241052864	0.001190891	0.017420236
SGSM1	ENSG00000167037	782.2418392	-1.068602894	0.184349726	-5.796606895	6.77E-09	9.37E-07
DNAJC9-AS1	ENSG00000236756	373.8550214	-1.067857031	0.289104762	-3.693668076	0.000221042	0.00454851
NA	ENSG00000260908	1290.187032	-1.066869091	0.296624032	-3.596704841	0.000322274	0.006209919
ANKMY1	ENSG00000144504	6339.805776	-1.066488736	0.25118737	-4.245789648	2.18E-05	0.000693666
NOXRED1	ENSG00000165555	215.5004272	-1.064982696	0.285823129	-3.726020003	0.000194527	0.004093598
NA	ENSG00000243431	166.2413803	-1.059829669	0.28806643	-3.679115502	0.000234044	0.004764969
INAVA	ENSG00000163362	4514.992905	-1.059541364	0.288412312	-3.673703659	0.00023906	0.004843109
ARHGEF26-AS1	ENSG00000243069	580.2251794	-1.058352094	0.276185602	-3.832032106	0.000127089	0.002933955
SSUH2	ENSG00000125046	116.3884783	-1.058043134	0.35988182	-2.939973832	0.0032824	0.037874686
CYP4X1	ENSG00000186377	3044.579255	-1.05782997	0.293160946	-3.608359109	0.00030814	0.005977579
NA	ENSG00000232093	213.5585429	-1.056641294	0.288289187	-3.665213063	0.000247133	0.004978627
FSIP2-AS2	ENSG00000226747	95.40291608	-1.056474729	0.313595642	-3.368907556	0.000754667	0.012181186
IFT140	ENSG00000187535	15807.60974	-1.054212179	0.322404733	-3.269840884	0.00107608	0.016084211
IL13RA2	ENSG00000123496	811.4491629	-1.05173679	0.344327215	-3.054468964	0.002254593	0.02852095
IQCC	ENSG00000160051	1422.347795	-1.051426281	0.192921521	-5.450020694	5.04E-08	4.52E-06
NA	ENSG00000259584	32.42145958	-1.050953444	0.337757977	-3.111557726	0.001861031	0.024700487
NA	ENSG00000203327	29.33838264	-1.049126018	0.371480429	-2.824175745	0.004740239	0.04962254
C9orf43	ENSG00000157653	250.0152457	-1.047494492	0.33488839	-3.127891333	0.001760653	0.023707048
TBC1D8	ENSG00000204634	8987.554443	-1.04739585	0.242622597	-4.316975675	1.58E-05	0.000530052
IQCE	ENSG00000106012	10984.44462	-1.04578603	0.26451276	-3.953631683	7.70E-05	0.001959261
MSL3P1	ENSG00000224287	435.0556962	-1.045498889	0.331836448	-3.150645128	0.001629103	0.022290217
TTC12	ENSG00000149292	3939.291589	-1.045382681	0.278303261	-3.756271763	0.000172463	0.003715098
NA	ENSG00000279571	197.3282078	-1.044330112	0.304263881	-3.432317065	0.000598447	0.010177455
NA	ENSG00000272030	421.9493329	-1.044206273	0.205432322	-5.082969719	3.72E-07	2.39E-05
CXXC4	ENSG00000168772	1084.984221	-1.044106133	0.272794621	-3.827443991	0.000129481	0.002977232
LOC102723385	ENSG00000261465	53.8143591	-1.044022459	0.304229859	-3.43168965	0.000599834	0.010181609
URAHP	ENSG00000222019	928.3864389	-1.042974908	0.330026437	-3.160276854	0.001576193	0.021783697
GIHCG	ENSG00000257698	2012.322795	-1.042080557	0.274060441	-3.802374956	0.000143316	0.003218802
TRPV6	ENSG00000165125	414.3060358	-1.041250092	0.353954735	-2.941760596	0.003263521	0.037700742
ELF3	ENSG00000163435	20264.241	-1.039549135	0.321091886	-3.23754408	0.001205633	0.017594774
NA	ENSG00000264299	371.2086492	-1.0389074	0.346363652	-2.999470047	0.002704497	0.032781922
KRT7-AS	ENSG00000257671	486.1326979	-1.038454747	0.344707365	-3.012569074	0.002590465	0.031695752
MKX	ENSG00000150051	509.6479094	-1.036379768	0.346226994	-2.99335345	0.0027593	0.033196601
MUC15	ENSG00000169550	2258.936998	-1.036082064	0.322592115	-3.211740204	0.001319336	0.018952621
FBXW9	ENSG00000132004	3571.930368	-1.035569508	0.330769827	-3.130785895	0.001743392	0.0235407
GEMIN7-AS1	ENSG00000267348	234.2390218	-1.03412396	0.295430664	-3.500394799	0.00046457	0.008317182
KLHL13	ENSG00000003096	1798.512813	-1.031767408	0.246759622	-4.181265159	2.90E-05	0.000881246
NA	ENSG00000266998	91.9544245	-1.031575653	0.330827045	-3.118172071	0.001819765	0.02430795
HSD11B1L	ENSG00000167733	1457.509356	-1.031325172	0.335265164	-3.076147724	0.002096939	0.027070263
NA	ENSG00000231160	805.6122084	-1.030345458	0.315945951	-3.261144677	0.001109634	0.016496958
NA	ENSG00000227370	124.5966079	-1.030164038	0.309465304	-3.328851486	0.000872049	0.013666056
ZMAT4	ENSG00000165061	37.12648768	-1.030162437	0.336068525	-3.065334483	0.002174267	0.027794314
NA	ENSG00000279048	190.4194495	-1.028369972	0.282914126	-3.634919148	0.000278068	0.005486646
GAS8	ENSG00000141013	7278.622919	-1.027446621	0.233695866	-4.396511745	1.10E-05	0.000394738
NA	ENSG00000235280	182.1819333	-1.027239634	0.260391455	-3.944982123	7.98E-05	0.002017079
AADAC	ENSG00000114771	4995.150695	-1.025972312	0.287902086	-3.563615417	0.000365782	0.006872133
KRT7	ENSG00000135480	13142.80615	-1.02507236	0.351035592	-2.920137968	0.003498765	0.03960772
CDK20	ENSG00000156345	3610.6192	-1.024530512	0.243620845	-4.205430411	2.61E-05	0.000806639
DMRTA1	ENSG00000176399	593.7458018	-1.023851918	0.240246709	-4.261668859	2.03E-05	0.000654116
TTC30B	ENSG00000196659	2637.651866	-1.023286502	0.245626552	-4.166025596	3.10E-05	0.000933369
ENPP5	ENSG00000112796	2532.228519	-1.023130712	0.255031687	-4.011778792	6.03E-05	0.001606343
CATSPERE	ENSG00000179397	297.9780486	-1.02284491	0.277612056	-3.68443981	0.000229206	0.004683029
PPM1E	ENSG00000175175	396.6203314	-1.021915296	0.296819132	-3.442888907	0.000575536	0.009879858
CDH1	ENSG00000039068	21115.70773	-1.019603885	0.164898273	-6.183229598	6.28E-10	1.53E-07
CDNF	ENSG00000185267	463.6216621	-1.01558233	0.30103685	-3.373614661	0.000741881	0.01201197
NA	ENSG00000175170	415.7292743	-1.015088532	0.277540288	-3.657445699	0.000254741	0.005103333
LEKR1	ENSG00000197980	340.0097061	-1.014112352	0.317978041	-3.189252778	0.001426411	0.020107536
TTC22	ENSG00000006555	1723.747365	-1.013085234	0.335307528	-3.021361431	0.002516408	0.031036072
CAPS2	ENSG00000180881	1513.587648	-1.012771151	0.27668204	-3.660415224	0.000251807	0.005062162
DCDC2	ENSG00000146038	2047.964491	-1.012459376	0.281272736	-3.59956457	0.00031875	0.006158516
CYP4B1	ENSG00000142973	29415.60933	-1.011738927	0.337216593	-3.00026436	0.002697454	0.032724302
NA	ENSG00000131152	130.1100108	-1.011629168	0.349615775	-2.893545545	0.00380919	0.04222525
NA	ENSG00000250318	853.3258582	-1.00971526	0.354025771	-2.852095367	0.004343207	0.046565132
CEP19	ENSG00000174007	1138.379128	-1.009566531	0.210696764	-4.791561645	1.65E-06	8.42E-05
VLDLR-AS1	ENSG00000236404	97.02848359	-1.007160688	0.248735369	-4.049125353	5.14E-05	0.001398841
NA	ENSG00000259354	61.41585319	-1.007042072	0.332752917	-3.026395926	0.00247488	0.030696616
MUC20	ENSG00000176945	4666.354503	-1.006333264	0.341185051	-2.949523322	0.003182646	0.03687002
ZNF487	ENSG00000243660	1193.168703	-1.005808313	0.217777415	-4.618515253	3.86E-06	0.000171132
EDAR	ENSG00000135960	95.32589879	-1.00513093	0.352958921	-2.8477278	0.004403257	0.047000726
LCN12	ENSG00000184925	1257.507606	-1.005129177	0.353501421	-2.843352579	0.004464166	0.047439793
NA	ENSG00000269194	394.8677329	-1.00224698	0.294482519	-3.403417572	0.000665485	0.011004009
LOC101929704	ENSG00000272323	364.7297892	-1.001313821	0.317099998	-3.157722571	0.001590068	0.021870463
PLEKHB1	ENSG00000021300	5096.377319	-1.001301954	0.290211807	-3.450245409	0.000560077	0.009649013
TPSD1	ENSG00000095917	575.7401278	-1.000631882	0.316050991	-3.166045705	0.001545265	0.021448935
SLC25A29	ENSG00000197119	16744.22385	-1.000339622	0.347253018	-2.880722616	0.003967647	0.043500025
LRRC63	ENSG00000173988	203.4300745	-1.000296664	0.21136166	-4.732630629	2.22E-06	0.00010616
LRP11	ENSG00000120256	6502.403769	-0.998354882	0.28273729	-3.531033639	0.000413939	0.007590114
STEAP3	ENSG00000115107	5700.011768	-0.997666987	0.315843537	-3.158738015	0.001584539	0.021825693
SPATA33	ENSG00000167523	2574.018311	-0.996451352	0.238016051	-4.186488048	2.83E-05	0.00086624
CGN	ENSG00000143375	16834.66137	-0.992872454	0.219062709	-4.532366366	5.83E-06	0.000237834
NA	ENSG00000278713	468.422384	-0.992468344	0.325394154	-3.050049709	0.002288035	0.028927514
KCTD1	ENSG00000134504	2434.619955	-0.99171269	0.337390135	-2.939364806	0.003288857	0.03790217
NA	ENSG00000260729	1036.290461	-0.991361588	0.333560803	-2.972056608	0.002958121	0.034929614
CCDC138	ENSG00000163006	1636.899032	-0.991246565	0.22530263	-4.399622702	1.08E-05	0.000391283
ICA1L	ENSG00000163596	2255.909164	-0.989638966	0.262792645	-3.76585488	0.00016598	0.003617137
UBXN11	ENSG00000158062	21304.2787	-0.987508736	0.276450836	-3.572095315	0.000354136	0.006689554
ITGB8	ENSG00000105855	2200.576514	-0.985455878	0.247488773	-3.981820532	6.84E-05	0.001780103
NA	ENSG00000204789	2988.435993	-0.985447647	0.224760092	-4.38444227	1.16E-05	0.000410744
USP6	ENSG00000129204	795.9313482	-0.985302437	0.218645738	-4.506387566	6.59E-06	0.000264387
PITPNM3	ENSG00000091622	3942.875045	-0.984816954	0.28080651	-3.507101583	0.000453016	0.008140718
ZNF396	ENSG00000186496	1104.112222	-0.983378341	0.251705826	-3.906855697	9.35E-05	0.002288963
LOC100288748	ENSG00000261437	249.1869437	-0.983135595	0.232460109	-4.229265833	2.34E-05	0.000739266
BAIAP2L1	ENSG00000006453	8623.084017	-0.983103514	0.239025626	-4.112962833	3.91E-05	0.001122253
UNC79	ENSG00000133958	155.4310581	-0.982652789	0.331125395	-2.967615298	0.003001197	0.035293488
AADACP1	ENSG00000240602	341.7262456	-0.982215277	0.301912923	-3.253306507	0.001140704	0.016831667
RNF32	ENSG00000105982	771.4760775	-0.981907166	0.199667907	-4.917701509	8.76E-07	4.91E-05
GOLGA6L3	ENSG00000188388	46.52547598	-0.981869089	0.331343667	-2.963295176	0.003043645	0.035676085
LRRC37A6P	ENSG00000230445	78.46320813	-0.981206397	0.253200965	-3.875207969	0.000106534	0.00255149
ANKRD53	ENSG00000144031	374.9106866	-0.981103387	0.289682537	-3.38682268	0.000707071	0.0115523
TCTEX1D2	ENSG00000213123	2038.342785	-0.979070545	0.223205802	-4.386402765	1.15E-05	0.000408062
ARL9	ENSG00000196503	145.9100405	-0.97899616	0.339968432	-2.879667839	0.003980943	0.043575437
MIR200CHG	ENSG00000257084	273.4026572	-0.977786964	0.338521535	-2.888404029	0.003872022	0.042740705
NR6A1	ENSG00000148200	801.9328087	-0.977540635	0.175022097	-5.585241251	2.33E-08	2.51E-06
TUBB4B	ENSG00000188229	76211.42936	-0.977289669	0.238862193	-4.091437225	4.29E-05	0.001212342
NA	ENSG00000278627	92.91738618	-0.97533761	0.292361247	-3.336070086	0.000849717	0.013396311
NA	ENSG00000261618	322.693256	-0.974946891	0.286248179	-3.405949667	0.000659343	0.010952785
DHRS2	ENSG00000100867	50.42635215	-0.974924406	0.296872243	-3.283986387	0.001023499	0.015450697
NA	ENSG00000259295	3072.296273	-0.974372611	0.282074659	-3.4543075	0.000551708	0.009527635
LGR5	ENSG00000139292	334.9588981	-0.974164701	0.305324454	-3.190588526	0.001419833	0.020046181
CST6	ENSG00000175315	969.7256522	-0.968667508	0.310823248	-3.116457706	0.001830379	0.024372322
PTCHD1	ENSG00000165186	179.0039353	-0.968243806	0.328818869	-2.944611448	0.003233605	0.03739964
ULK4	ENSG00000168038	1109.011199	-0.968087585	0.252529311	-3.833565225	0.000126299	0.002927459
IFT81	ENSG00000122970	4071.139075	-0.967157792	0.22167805	-4.362893804	1.28E-05	0.000444941
IGFBP7-AS1	ENSG00000245067	37.35435911	-0.965495464	0.313598011	-3.078767816	0.002078586	0.026893634
ADSS1	ENSG00000185100	1577.730175	-0.965147928	0.288457376	-3.345894433	0.000820176	0.013037676
SCNN1G	ENSG00000166828	3129.08234	-0.964327327	0.259972367	-3.709345492	0.000207796	0.004306712
UNC119B	ENSG00000175970	12803.23448	-0.962647973	0.158244189	-6.083306948	1.18E-09	2.53E-07
ZNF440	ENSG00000171295	5499.560534	-0.960823105	0.25073411	-3.832039858	0.000127085	0.002933955
RAB3B	ENSG00000169213	158.0394799	-0.960722792	0.290117385	-3.311496804	0.000927983	0.014331961
FAM86C2P	ENSG00000160172	1251.708148	-0.960499799	0.199890792	-4.805122791	1.55E-06	7.99E-05
NA	ENSG00000264443	360.6363941	-0.960312576	0.252934351	-3.796687061	0.000146643	0.003280148
NA	ENSG00000263368	67.41387928	-0.959048089	0.311340285	-3.080385467	0.002067328	0.026820303
CRNDE	ENSG00000245694	2140.462585	-0.956510139	0.23310393	-4.103363428	4.07E-05	0.001162783
LOC101927480	ENSG00000245694	2140.462585	-0.956510139	0.23310393	-4.103363428	4.07E-05	0.001162783
CHGB	ENSG00000089199	554.9164365	-0.955799023	0.26296691	-3.634674128	0.000278332	0.005488101
NA	ENSG00000261189	99.9962222	-0.954120619	0.324548729	-2.939837793	0.003283841	0.037874686
NA	ENSG00000280022	80.67511161	-0.953533318	0.318382419	-2.994930818	0.002745071	0.033092589
ATP13A5	ENSG00000187527	121.9826032	-0.953461857	0.259089488	-3.680048411	0.00023319	0.004754295
KCNH6	ENSG00000173826	117.2070588	-0.952247886	0.309008945	-3.081619165	0.002058781	0.02675764
NA	ENSG00000261188	937.8666499	-0.952247769	0.248040245	-3.839085753	0.000123493	0.002876315
SLC45A3	ENSG00000158715	2637.31345	-0.952049372	0.221977599	-4.288943467	1.80E-05	0.00058863
PFN2	ENSG00000070087	11993.42068	-0.951762027	0.265245491	-3.588230754	0.00033293	0.006355687
CDON	ENSG00000064309	1963.64272	-0.951414701	0.216929428	-4.385825896	1.16E-05	0.000408643
NA	ENSG00000271853	438.3153002	-0.951373441	0.269169929	-3.53447149	0.000408592	0.007506402
TMPRSS3	ENSG00000160183	2009.178015	-0.951093749	0.251369153	-3.783653386	0.000154543	0.003424667
FAM160A1	ENSG00000164142	236.4446454	-0.950769164	0.208271585	-4.565045034	4.99E-06	0.000208959
CCDC191	ENSG00000163617	4271.839238	-0.948494495	0.202689247	-4.679550154	2.88E-06	0.000133927
AP3B2	ENSG00000103723	143.0649712	-0.947405949	0.283508641	-3.341718068	0.000832616	0.013184458
NA	ENSG00000271806	66.58570047	-0.947250788	0.305268706	-3.103006533	0.001915654	0.025250847
LOC100130950	ENSG00000261879	382.891144	-0.946773315	0.324862722	-2.914379681	0.003563962	0.040172015
TBILA	ENSG00000261488	233.8146524	-0.945473788	0.226386869	-4.176363202	2.96E-05	0.0008976
IFT46	ENSG00000118096	6179.8558	-0.944747025	0.221558878	-4.264090124	2.01E-05	0.000647789
CXADR	ENSG00000154639	3221.234131	-0.940841266	0.215500893	-4.365834659	1.27E-05	0.00044083
WIPF3	ENSG00000122574	350.2976328	-0.940221388	0.304648343	-3.086251437	0.002026973	0.026439742
KIAA0895	ENSG00000164542	1390.352503	-0.93994997	0.296373375	-3.171506108	0.001516507	0.021124622
UBE3D	ENSG00000118420	1152.823433	-0.939487763	0.23347481	-4.023936299	5.72E-05	0.001535541
OR7E47P	ENSG00000257542	1282.698375	-0.939309417	0.330809031	-2.839430998	0.004519407	0.047832604
DSP	ENSG00000096696	10208.09529	-0.938327576	0.203522181	-4.610443798	4.02E-06	0.000175528
ESRRG	ENSG00000196482	388.6037203	-0.937562171	0.261537597	-3.58480839	0.000337326	0.006426826
PRKAA2	ENSG00000162409	507.7986421	-0.937040973	0.304241383	-3.07992609	0.00207052	0.026837422
CDH20	ENSG00000101542	62.34329142	-0.936024674	0.318184682	-2.941765355	0.003263471	0.037700742
LCA5	ENSG00000135338	2323.220271	-0.934266695	0.228988522	-4.079971722	4.50E-05	0.001262526
C2orf15	ENSG00000273045	376.5260714	-0.933958802	0.234545121	-3.98200055	6.83E-05	0.001780103
LOC105379252	ENSG00000274628	244.2000365	-0.933725376	0.308177926	-3.029825626	0.00244695	0.030494713
NELL2	ENSG00000184613	1967.003873	-0.933475103	0.303603349	-3.074653507	0.002107472	0.027181861
EFCAB11	ENSG00000140025	1471.374965	-0.931709017	0.263698485	-3.533236131	0.000410506	0.007536758
KIAA1257	ENSG00000114656	333.4761592	-0.929090559	0.275773105	-3.369039779	0.000754305	0.012181186
COLCA2	ENSG00000214290	1207.196924	-0.927705661	0.304784663	-3.043806901	0.00233605	0.029418292
CLDN4	ENSG00000189143	25408.46053	-0.924819442	0.296657719	-3.117462933	0.001824149	0.024328877
ERBB3	ENSG00000065361	16944.64551	-0.924684434	0.156158797	-5.921436735	3.19E-09	5.34E-07
NA	ENSG00000274653	98.99228961	-0.924249693	0.292524914	-3.15955889	0.001580082	0.021806036
SLITRK6	ENSG00000184564	3852.401593	-0.92023812	0.32329691	-2.846417929	0.004421412	0.047107188
IFT57	ENSG00000114446	18432.93487	-0.918963035	0.175589111	-5.233599212	1.66E-07	1.21E-05
JPT2	ENSG00000206053	17409.17827	-0.914557896	0.190794997	-4.793406078	1.64E-06	8.35E-05
GOLGA6L9	ENSG00000197978	4622.884086	-0.913846124	0.207879403	-4.396039766	1.10E-05	0.000394738
FAM174A	ENSG00000174132	5955.710411	-0.913625675	0.271935647	-3.359712802	0.000780235	0.012520299
ANKRD42	ENSG00000137494	3422.125566	-0.913449182	0.247778777	-3.686551336	0.000227314	0.004657583
RASSF6	ENSG00000169435	1470.110096	-0.913030221	0.307364188	-2.970515945	0.002973	0.035047795
ILDR1	ENSG00000145103	1499.164914	-0.912798468	0.207713782	-4.394501226	1.11E-05	0.00039705
LINC00535	ENSG00000246662	87.57167931	-0.911757185	0.273037377	-3.339312721	0.00083986	0.013272954
TACSTD2	ENSG00000184292	15748.46165	-0.911693532	0.316174552	-2.883513317	0.00393266	0.043277302
AOC1	ENSG00000002726	473.3797412	-0.910896646	0.317621589	-2.867867547	0.004132485	0.044774549
SHROOM3	ENSG00000138771	11174.63366	-0.910800534	0.249090614	-3.656502832	0.00025568	0.005111461
SHANK2	ENSG00000162105	4274.606064	-0.910064722	0.261720286	-3.477241815	0.000506601	0.008914438
LAMC2	ENSG00000058085	11924.23803	-0.91003488	0.269442516	-3.377473212	0.000731551	0.011864723
P4HTM	ENSG00000178467	13058.83256	-0.906719979	0.293631366	-3.087953416	0.002015401	0.026321444
PAIP2B	ENSG00000124374	1682.387662	-0.905777336	0.26537519	-3.413195241	0.000642059	0.010732964
RNA5-8SN1	ENSG00000278189	277.9521499	-0.90485564	0.312178461	-2.89852041	0.003749279	0.041673454
TMEM17	ENSG00000186889	771.9811161	-0.904766047	0.225975293	-4.003827303	6.23E-05	0.001650632
DNAJC12	ENSG00000108176	639.4298934	-0.904363899	0.210386476	-4.298583809	1.72E-05	0.000567483
RHBDL3	ENSG00000141314	314.3078394	-0.903639578	0.24718671	-3.655696452	0.000256485	0.005123998
CORO2A	ENSG00000106789	4071.143172	-0.90274486	0.298751723	-3.021722685	0.002513407	0.031014127
DALRD3	ENSG00000178149	8161.436796	-0.902173448	0.217434538	-4.149172687	3.34E-05	0.000993377
TESMIN	ENSG00000132749	849.8849194	-0.899335378	0.271972509	-3.306714278	0.000943971	0.014516583
SMIM2-AS1	ENSG00000227258	167.2664356	-0.897962624	0.251202019	-3.57466324	0.000350679	0.006646047
CDS1	ENSG00000163624	7402.976084	-0.897808098	0.289494751	-3.101293186	0.001926774	0.025374187
COBL	ENSG00000106078	4191.1964	-0.8960287	0.237513575	-3.772536789	0.000161596	0.003540357
MARVELD3	ENSG00000140832	1279.940639	-0.895708804	0.265176812	-3.377779516	0.000730736	0.011858197
EML6	ENSG00000214595	752.2851316	-0.895466988	0.272038332	-3.291694158	0.000995858	0.015139991
TTLL7	ENSG00000137941	1588.773269	-0.895224719	0.195226314	-4.585574039	4.53E-06	0.000192803
FAM86EP	ENSG00000251669	402.7917902	-0.895179048	0.23847044	-3.753836526	0.000174148	0.003744127
NA	ENSG00000272732	419.5976402	-0.891815938	0.231177714	-3.85770722	0.000114456	0.002700778
LOC101927811	ENSG00000271133	196.7912494	-0.89156211	0.315860213	-2.822647724	0.004762887	0.049805304
LINC00261	ENSG00000259974	2023.660494	-0.890642048	0.181777265	-4.899633896	9.60E-07	5.33E-05
NA	ENSG00000267277	82.83021291	-0.88917468	0.231487466	-3.841135314	0.000122467	0.002859341
AP1M2	ENSG00000129354	4540.964277	-0.88895824	0.184292717	-4.82362112	1.41E-06	7.42E-05
LRRC49	ENSG00000137821	1886.312194	-0.885676767	0.271902709	-3.257329687	0.001124657	0.016647511
SPATA6L	ENSG00000106686	825.7122526	-0.885472402	0.268222326	-3.301262854	0.000962507	0.014738639
RSPH3	ENSG00000130363	3722.184961	-0.884976656	0.218076547	-4.058101008	4.95E-05	0.001356418
LMLN	ENSG00000185621	2449.606157	-0.883418736	0.221210602	-3.993564185	6.51E-05	0.001712043
RGMB-AS1	ENSG00000246763	208.5061882	-0.882300262	0.293854525	-3.002506983	0.002677658	0.032566298
ARHGAP8	ENSG00000241484	1712.247713	-0.880822684	0.247153395	-3.563870456	0.000365426	0.006871257
NA	ENSG00000233325	58.88097364	-0.880232798	0.286731364	-3.069886696	0.0021414	0.027496263
AGR2	ENSG00000106541	16796.75944	-0.878732801	0.225753032	-3.892451814	9.92E-05	0.00240675
RHOXF1-AS1	ENSG00000258545	159.1934617	-0.877582472	0.30669906	-2.86137972	0.004218015	0.045598281
RNF227	ENSG00000179859	1091.685885	-0.870815476	0.210420106	-4.138461354	3.50E-05	0.001027093
NA	ENSG00000205930	151.7049956	-0.870179584	0.269356967	-3.230581312	0.001235388	0.017943662
NA	ENSG00000271730	269.9516728	-0.86834632	0.25079673	-3.462351045	0.000535478	0.009308785
PSPH	ENSG00000146733	1795.118324	-0.86809832	0.230592919	-3.76463564	0.000166792	0.003626595
SRRM5	ENSG00000226763	285.3031964	-0.86787051	0.279581769	-3.104174182	0.00190811	0.025162922
TSPAN6	ENSG00000000003	8582.495511	-0.867757318	0.270939071	-3.202776601	0.001361095	0.019376081
ERBB4	ENSG00000178568	594.2594406	-0.86570306	0.267804468	-3.232593786	0.001226719	0.017844758
RAB40A	ENSG00000172476	258.4059283	-0.863847418	0.305215398	-2.830287797	0.004650615	0.048933445
ELL3	ENSG00000128886	1077.331493	-0.86186668	0.277108615	-3.11021251	0.001869528	0.024778991
PSENEN	ENSG00000205155	9045.387224	-0.861709884	0.226301145	-3.807801691	0.000140208	0.00317319
SRGAP3	ENSG00000196220	2656.291494	-0.861523126	0.242382894	-3.554389143	0.000378858	0.007059268
PRKG2	ENSG00000138669	411.9234454	-0.861506585	0.302849372	-2.844670207	0.004445743	0.047313878
ERICH2	ENSG00000204334	562.0901695	-0.861150976	0.160269465	-5.37314438	7.74E-08	6.36E-06
IFT27	ENSG00000100360	10070.395	-0.858395078	0.228936654	-3.749487297	0.000177196	0.003792103
SMPD2	ENSG00000135587	3394.553626	-0.858325485	0.245320036	-3.498798948	0.000467359	0.008341182
KIAA0825	ENSG00000185261	423.7733346	-0.857485037	0.24929656	-3.439618409	0.000582535	0.009964358
SCNN1B	ENSG00000168447	6366.575151	-0.856391413	0.275736726	-3.105830061	0.001897457	0.02506838
HDAC4-AS1	ENSG00000222020	93.84720247	-0.855674472	0.298213105	-2.869338927	0.004113308	0.044674944
HLA-J	ENSG00000204622	992.8452964	-0.852786375	0.29595942	-2.881430078	0.003958751	0.043492666
ARMC9	ENSG00000135931	2285.151426	-0.852451062	0.225320057	-3.783289746	0.000154769	0.003424667
KLF5	ENSG00000102554	11909.62055	-0.852228447	0.204964468	-4.157932628	3.21E-05	0.000960021
NA	ENSG00000238260	142.8476504	-0.851892253	0.269532419	-3.160630016	0.001574283	0.021778216
RFX3	ENSG00000080298	6427.850586	-0.851654753	0.220693418	-3.858994805	0.000113854	0.002688793
NA	ENSG00000233170	172.695588	-0.850901458	0.242328295	-3.511358245	0.000445823	0.008061782
CMTM4	ENSG00000183723	6211.173779	-0.850321749	0.158063687	-5.379614796	7.46E-08	6.25E-06
NA	ENSG00000267688	299.1148386	-0.847591817	0.297751814	-2.846638635	0.004418349	0.047091973
SLC6A16	ENSG00000063127	1021.153729	-0.845897349	0.262797671	-3.218816005	0.001287211	0.018528108
NR4A2	ENSG00000153234	1837.631385	-0.844676126	0.26216888	-3.221877917	0.001273534	0.018377189
NA	ENSG00000272374	643.358831	-0.844537053	0.161010726	-5.245222323	1.56E-07	1.16E-05
HSD17B13	ENSG00000170509	315.2851311	-0.841965708	0.218327199	-3.856439839	0.00011505	0.00270594
GRHL2	ENSG00000083307	4703.292951	-0.841196666	0.266735627	-3.153671954	0.001612302	0.022102359
LINC00506	ENSG00000281392	155.3912827	-0.841179097	0.22927717	-3.668830605	0.000243662	0.004919043
GYG2	ENSG00000056998	1170.357488	-0.841094454	0.250015223	-3.364172969	0.000767734	0.012361034
C4orf19	ENSG00000154274	1196.936427	-0.839726557	0.294184918	-2.854417426	0.004311584	0.046348721
LRRC8E	ENSG00000171017	1228.236258	-0.839428745	0.281476005	-2.98223909	0.002861484	0.034053911
AK9	ENSG00000155085	2683.211458	-0.838621368	0.212803169	-3.940831209	8.12E-05	0.002046916
PLCH1	ENSG00000114805	2823.699267	-0.837856551	0.285619531	-2.933470786	0.003351952	0.038444619
NA	ENSG00000280160	191.1161342	-0.836181408	0.25900146	-3.228481452	0.001244493	0.018057698
ATP2C2-AS1	ENSG00000261286	1075.252409	-0.83574829	0.280026505	-2.984532807	0.002840117	0.033855611
NA	ENSG00000254578	183.2763652	-0.835374711	0.25065336	-3.332788795	0.000859802	0.013533065
FAM104B	ENSG00000182518	2252.76484	-0.833451036	0.194316047	-4.289151878	1.79E-05	0.00058863
SGMS2	ENSG00000164023	4716.575825	-0.832778752	0.208995583	-3.984671539	6.76E-05	0.001765251
NA	ENSG00000272894	762.1465482	-0.831441496	0.242365456	-3.430528059	0.000602408	0.010207247
DNAAF2	ENSG00000165506	2980.276497	-0.831300091	0.23403374	-3.552052332	0.000382239	0.007103868
AKAP6	ENSG00000151320	1313.262065	-0.829398429	0.286968628	-2.890205926	0.003849895	0.042578098
CMBL	ENSG00000164237	1626.178872	-0.8289642	0.228757337	-3.623770989	0.000290339	0.005689769
SPAG1	ENSG00000104450	2877.009612	-0.826632186	0.251417701	-3.287883794	0.001009435	0.015286488
MICAL3	ENSG00000243156	4121.690801	-0.823991089	0.280618155	-2.936342766	0.003321071	0.03818171
JHY	ENSG00000109944	1217.038233	-0.820842714	0.199298406	-4.118661717	3.81E-05	0.001101456
MSI2	ENSG00000153944	10967.94446	-0.820820728	0.185441868	-4.42629671	9.59E-06	0.00035518
FXYD3	ENSG00000089356	11298.65824	-0.820705088	0.251873092	-3.258407162	0.001120395	0.016625742
GLIS3	ENSG00000107249	1964.776864	-0.820565688	0.246695468	-3.326229272	0.000880295	0.013757833
EPCAM	ENSG00000119888	16160.05625	-0.819944027	0.185103766	-4.429645294	9.44E-06	0.000351308
CYB561	ENSG00000008283	17281.6845	-0.819190127	0.255299223	-3.208745092	0.001333156	0.019113
